OBJECTID,SITE_CODE,SITE_NAME,AC,TIPO,HECTAREAS,Shape_Leng,Shape_Area
1,ES0000001,Illas Cíes,GALICIA,C,996.148820686,22175.3137509,9961488.20686
2,ES1110001,Ortigueira - Mera,GALICIA,B,3881.66273328,111110.839742,38816627.3328
3,ES1110002,Costa Ártabra,GALICIA,B,7576.33873914,312659.782541,75763387.3914
4,ES1110003,Fragas do Eume,GALICIA,B,9162.41538289,120248.370851,91624153.8289
5,ES1110004,Encoro de Abegondo - Cecebre,GALICIA,B,530.905245874,42603.015147,5309052.45874
6,ES1110005,Costa da Morte,GALICIA,B,11880.7471731,441557.787536,118807471.731
7,ES1110006,Complexo húmido de Corrubedo,GALICIA,B,9319.11728899,97725.502761,93191172.8899
8,ES1110007,Betanzos - Mandeo,GALICIA,B,1024.43912903,102296.229847,10244391.2903
9,ES1110008,Carnota - Monte Pindo,GALICIA,B,4702.64375494,89848.973323,47026437.5494
10,ES1110009,Costa de Dexo,GALICIA,B,348.094481572,25142.0496419,3480944.81572
11,ES1110010,Estaca de Bares,GALICIA,B,854.342631472,48265.9800839,8543426.31472
12,ES1110011,Esteiro do Tambre,GALICIA,B,1590.58339629,63191.1674394,15905833.9629
13,ES1110012,Monte e lagoa de Louro,GALICIA,B,1102.52605398,33018.4488299,11025260.5398
14,ES1110013,Xubia - Castro,GALICIA,B,2082.45481103,88143.4142564,20824548.1103
15,ES1110014,Serra do Careón,GALICIA,B,6687.33349641,110337.683019,66873334.9641
16,ES1110015,Río Anllóns,GALICIA,B,162.865413172,90439.0869147,1628654.13172
17,ES1110016,Río Tambre,GALICIA,B,585.997776558,333831.639705,5859977.76558
18,ES1120001,Ancares - Courel,GALICIA,B,102852.654037,450267.629878,1028526540.37
19,ES1120002,Río Eo,GALICIA,B,984.136022719,300546.896285,9841360.22719
20,ES1120003,Parga - Ladra - Támoga,GALICIA,B,4955.07073793,542309.131944,49550707.3793
21,ES1120004,A Marronda,GALICIA,B,1242.07306916,38993.3613734,12420730.6916
22,ES1120005,As Catedrais,GALICIA,B,298.102709413,42012.8055906,2981027.09413
23,ES1120006,Carballido,GALICIA,B,4838.53548905,185234.293025,48385354.8905
24,ES1120007,Cruzul - Agüeira,GALICIA,B,653.095498128,74463.324144,6530954.98128
25,ES1120008,Monte Faro,GALICIA,B,2999.36423947,39894.7995805,29993642.3947
26,ES1120009,Monte Maior,GALICIA,B,1250.79812799,26663.1185597,12507981.2799
27,ES1120010,Negueira,GALICIA,B,4554.95263102,37196.3484799,45549526.3102
28,ES1120011,Ría de Foz - Masma,GALICIA,B,644.771567017,90845.4729377,6447715.67017
29,ES1120012,Río Landro,GALICIA,B,127.585846511,46049.8927969,1275858.46511
30,ES1120013,Río Ouro,GALICIA,B,109.206160404,53057.4530014,1092061.60404
31,ES1120014,Canón do Sil,GALICIA,B,5933.41192043,101582.858118,59334119.2043
32,ES1120015,Serra do Xistral,GALICIA,B,23033.7508986,209732.856173,230337508.986
33,ES1120016,Río Cabe,GALICIA,B,1791.92794214,216613.271688,17919279.4214
34,ES1120017,Costa da Mariña occidental,GALICIA,B,492.740960857,103829.017037,4927409.60857
35,ES1130001,Baixa Limia,GALICIA,B,34063.7185849,221194.039443,340637185.849
36,ES1130002,Macizo Central,GALICIA,B,47107.3416171,252648.284777,471073416.171
37,ES1130003,Bidueiral de Montederramo,GALICIA,B,1989.7185076,28778.9927705,19897185.076
38,ES1130004,Pena Veidosa,GALICIA,B,2330.0048342,45344.8880534,23300048.342
39,ES1130005,Río Támega,GALICIA,B,632.312461238,161311.498075,6323124.61238
40,ES1130006,Veiga de Ponteliñares,GALICIA,B,160.348823755,9151.82606187,1603488.23755
41,ES1130007,Pena Trevinca,GALICIA,B,24943.7739075,193042.738766,249437739.075
42,ES1130008,Pena Maseira,GALICIA,B,5750.96427881,61155.9036676,57509642.7881
43,ES1130009,Serra da Enciña da Lastra,GALICIA,C,1790.21077062,39396.5955806,17902107.7062
44,ES1140001,Sistema fluvial Ulla - Deza,GALICIA,B,1641.38721749,247578.268977,16413872.1749
45,ES1140002,Río Lérez,GALICIA,B,150.322229853,39249.3065259,1503222.29853
46,ES1140003,A Ramallosa,GALICIA,B,92.5078767521,5678.12086914,925078.767521
47,ES1140004,Complexo Ons - O Grove,GALICIA,B,7650.59177541,113487.787288,76505917.7541
48,ES1140005,Monte Aloia,GALICIA,B,787.120376283,24714.9297252,7871203.76283
49,ES1140006,Río Tea,GALICIA,B,358.129706083,147869.294913,3581297.06083
50,ES1140007,Baixo Miño,GALICIA,B,2886.49638029,198923.129729,28864963.8029
51,ES1140008,Brañas de Xestoso,GALICIA,B,1082.1411909,26002.5261186,10821411.909
52,ES1140009,Cabo Udra,GALICIA,B,626.5699074,15640.0783337,6265699.074
53,ES1140010,Costa da Vela,GALICIA,B,1427.02831778,25946.3330981,14270283.1778
54,ES1140011,Gándaras de Budiño,GALICIA,B,730.961088121,32362.1288756,7309610.88121
55,ES1140012,Illas Estelas,GALICIA,B,729.449865836,15722.6879485,7294498.65836
56,ES1140013,Serra do Candán,GALICIA,B,10746.8908224,81941.9013377,107468908.224
57,ES1140014,Serra do Cando,GALICIA,B,5484.40985094,94171.9648827,54844098.5094
58,ES1140015,Sobreirais do Arnego,GALICIA,B,1128.26120049,59365.9022849,11282612.0049
59,ES1140016,Enseada de San Simón,GALICIA,B,2230.0883829,40588.3378942,22300883.829
60,ES0000085,Ribadeo,GALICIA,A,625.90379474,31592.8184021,6259037.9474
61,ES0000086,Ría de Ortigueira e Ladrido,GALICIA,A,3036.14222731,34096.7309319,30361422.2731
62,ES0000087,"Complexo intermareal Umia - O Grove, A Lanzada, punta Carreirón e lagoa Bodeira",GALICIA,A,2828.52893908,65492.7181674,28285289.3908
63,ES0000176,Costa da Morte (Norte),GALICIA,A,8007.50024719,141164.815429,80075002.4719
64,ES0000254,Illa de Ons,GALICIA,A,929.242821085,20984.189591,9292428.21085
65,ES0000258,Costa de Ferrolterra - Valdoviño,GALICIA,A,4284.32654211,66850.4990783,42843265.4211
66,ES0000313,Complexo litoral de Corrubedo,GALICIA,A,977.364900922,19563.1447073,9773649.00922
67,ES0000372,Costa da Mariña occidental,GALICIA,A,2175.32913425,67648.6753152,21753291.3425
68,ES0000373,Ría de Foz,GALICIA,A,565.075108441,21997.9254472,5650751.08441
69,ES0000374,Ancares,GALICIA,A,12678.4261688,94620.9647389,126784261.688
70,ES0000375,Esteiro do Miño,GALICIA,A,1697.70041113,61350.4778362,16977004.1113
71,ES0000376,Baixa Limia - Serra do Xurés,GALICIA,A,31419.1285209,204957.146414,314191285.209
72,ES0000436,A Limia,GALICIA,A,6963.42357355,121474.147732,69634235.7355
73,ES0000437,Pena Trevinca,GALICIA,A,22553.8002017,139325.618178,225538002.017
74,ES5310125,Albufera de Mallorca,ILLES BALEARS,B,2149.54038466,29689.6720164,21495403.8466
75,ES5310113,La Vall,ILLES BALEARS,B,3152.50189252,42686.4847917,31525018.9252
76,ES5310112,Nord de Sant Joan,ILLES BALEARS,B,1934.79954659,32418.1480144,19347995.4659
77,ES5310111,Àrea marina Platja de Migjorn,ILLES BALEARS,B,2052.87829163,37925.4685075,20528782.9163
78,ES5310110,Àrea marina Platja de Tramuntana,ILLES BALEARS,B,1426.40342297,20676.7338581,14264034.2297
79,ES5310109,Àrea marina de cala Saona,ILLES BALEARS,B,452.376579338,10025.4549237,4523765.79338
80,ES5310107,Àrea marina de Tagomago,ILLES BALEARS,B,746.665063954,31233.6317218,7466650.63954
81,ES5310106,Àrea marina de ses Margalides,ILLES BALEARS,B,98.8658880472,5998.55582667,988658.880472
82,ES5310105,Es Amunts d'Eivissa,ILLES BALEARS,B,1464.98890742,43396.5044603,14649889.0742
83,ES5310104,Costa de l'Oest d'Eivissa,ILLES BALEARS,B,1279.63777834,50768.3785281,12796377.7834
84,ES5310103,Àrea marina Cap de cala Figuera,ILLES BALEARS,B,129.750148438,5327.30304294,1297501.48438
85,ES5310100,Punta des Ras,ILLES BALEARS,B,12.9792239655,4508.9764385,129792.239655
86,ES5310098,Cales de Manacor,ILLES BALEARS,B,589.48969452,20780.44799,5894896.9452
87,ES5310096,Punta de n'Amer,ILLES BALEARS,B,530.437962234,10696.1451588,5304379.62234
88,ES5310095,Can Picafort,ILLES BALEARS,B,44.5871119699,4920.49199526,445871.119699
89,ES5310094,Cala Figuera,ILLES BALEARS,B,67.2632456388,4707.95615545,672632.456388
90,ES5310093,Formentor,ILLES BALEARS,B,257.164038578,10487.7725493,2571640.38578
91,ES5310087,Bàlitx,ILLES BALEARS,B,334.399007233,18770.5086266,3343990.07233
92,ES5310084,Torre Picada,ILLES BALEARS,B,123.255072597,9023.17691315,1232550.72597
93,ES5310082,S'Estaca - Punta de Deià,ILLES BALEARS,B,1008.99895857,18999.2470282,10089989.5857
94,ES5310081,Port des Canonge,ILLES BALEARS,B,618.704631876,20417.0448622,6187046.31876
95,ES5310078,De Cala de Ses Ortigues a cala Estellencs,ILLES BALEARS,B,862.731415275,33650.7586125,8627314.15275
96,ES5310077,Es Rajolí,ILLES BALEARS,B,111.406042408,5515.70755481,1114060.42408
97,ES5310076,Serral d'en Salat,ILLES BALEARS,B,105.322726742,5300.04643482,1053227.26742
98,ES5310075,Arenal de Son Saura,ILLES BALEARS,B,348.64455743,11737.5583852,3486445.5743
99,ES5310074,De cala Llucalari a Cales Coves,ILLES BALEARS,B,1074.92897164,24243.0153897,10749289.7164
100,ES5310073,Àrea marina Punta Prima - Illa de l'Aire,ILLES BALEARS,B,1333.52390702,24386.7210704,13335239.0702
101,ES5310072,Caleta de Binillautí,ILLES BALEARS,B,159.780030213,7838.76868559,1597800.30213
102,ES5310071,Cala en Brut,ILLES BALEARS,B,39.5482751753,4024.62693178,395482.751753
103,ES5310070,Punta Redona - Arenal d'en Castell,ILLES BALEARS,B,1012.99508413,26525.9628218,10129950.8413
104,ES5310069,Cala d'Algairens,ILLES BALEARS,B,141.859760642,9181.93789162,1418597.60642
105,ES5310068,Cap Negre,ILLES BALEARS,B,738.716985895,12571.3801028,7387169.85895
106,ES5310036,Àrea marina del Sud de Ciutadella,ILLES BALEARS,B,2257.64632088,39629.9646463,22576463.2088
107,ES5310035,Àrea marina del Nord de Menorca,ILLES BALEARS,B,5140.48971868,102574.298473,51404897.1868
108,ES5310033,Xarraca,ILLES BALEARS,B,779.66396463,28608.0080071,7796639.6463
109,ES5310032,Cap Llentrisca - Sa Talaia,ILLES BALEARS,B,3098.32508754,51513.8054138,30983250.8754
110,ES5310031,Porroig,ILLES BALEARS,B,113.607242435,5783.83652998,1136072.42435
111,ES5310030,Costa de Llevant,ILLES BALEARS,B,1851.87580763,77738.1040993,18518758.0763
112,ES5310025,Cap de Barbaria,ILLES BALEARS,C,2484.44118074,26957.4656174,24844411.8074
113,ES5310024,La Mola,ILLES BALEARS,C,2197.47143897,43593.8903384,21974714.3897
114,ES5310023,Illots de Ponent d'Eivissa,ILLES BALEARS,C,2543.64171596,19468.8449349,25436417.1596
115,ES0000241,Costa dels Amunts,ILLES BALEARS,C,687.726434813,39895.4417064,6877264.34813
116,ES0000240,Costa Sud de Ciutadella,ILLES BALEARS,C,1133.00842191,38499.6497363,11330084.2191
117,ES0000239,De Binigaus a cala Mitjana,ILLES BALEARS,C,1853.80907381,78487.4573582,18538090.7381
118,ES0000238,Son Bou i barranc de sa Vall,ILLES BALEARS,C,1185.09112851,47728.5888994,11850911.2851
119,ES0000237,Des Canutells a Llucalari,ILLES BALEARS,C,1822.14470118,57872.7297369,18221447.0118
120,ES0000234,S'Albufera des Grau,ILLES BALEARS,C,2561.49411176,23366.9911121,25614941.1176
121,ES0000233,D'Addaia a s'Albufera,ILLES BALEARS,C,2840.40637115,38101.1082587,28404063.7115
122,ES0000232,La Mola i s'Albufera de Fornells,ILLES BALEARS,C,1524.33311422,41042.1830544,15243331.1422
123,ES0000231,Dels Alocs a Fornells,ILLES BALEARS,C,2719.8537398,84747.9146663,27198537.398
124,ES0000229,Costa Nord de Ciutadella,ILLES BALEARS,C,681.753423269,36864.9596336,6817534.23269
125,ES0000226,L'Albufereta,ILLES BALEARS,C,445.712234886,16636.9593404,4457122.34886
126,ES0000225,Sa Costera,ILLES BALEARS,C,792.511012325,14600.9652072,7925110.12325
127,ES0000222,La Trapa,ILLES BALEARS,C,431.810790343,13556.3588435,4318107.90343
128,ES0000221,Sa Dragonera,ILLES BALEARS,C,1278.88589185,15166.460486,12788858.9185
129,ES0000145,Mondragó,ILLES BALEARS,C,753.639396225,21468.3390917,7536393.96225
130,ES0000084,Ses Salines d'Eivissa i Formentera,ILLES BALEARS,C,16487.1858758,75067.538789,164871858.758
131,ES0000083,Arxipèlag de Cabrera,ILLES BALEARS,C,20663.920726,123729.239289,206639207.26
132,ES0000080,Cap Vermell,ILLES BALEARS,C,76.8895900826,6328.76567961,768895.900826
133,ES0000079,La Victòria,ILLES BALEARS,C,1001.37056488,25071.5305661,10013705.6488
134,ES0000074,Cap de cala Figuera,ILLES BALEARS,C,794.79691572,26881.3542354,7947969.1572
135,ES0000037,Es Trenc - Salobrar de Campos,ILLES BALEARS,C,1451.08186714,21570.8174171,14510818.6714
136,ES5310114,Binigafull,ILLES BALEARS,B,2.76219176734,711.675014895,27621.9176734
137,ES5310118,Torre Llafuda,ILLES BALEARS,B,97.3208593638,5677.13908551,973208.593638
138,ES5310122,Mal Lloc,ILLES BALEARS,B,16.3310937126,1730.84220459,163310.937126
139,ES5310116,Biniatrum,ILLES BALEARS,B,1.1516115202,532.173463924,11516.115202
140,ES5310117,Ses Païsses,ILLES BALEARS,B,2.57633918345,681.164618275,25763.3918345
141,ES5310121,Binigurdó,ILLES BALEARS,B,15.0952927476,1666.17197777,150952.927476
142,ES5310126,Puig Malet i Santa Eularieta,ILLES BALEARS,B,35.921637739,4337.14456809,359216.37739
143,ES5310115,Es Molinet,ILLES BALEARS,B,9.18298121657,1487.84559548,91829.8121657
144,ES5310120,Es Clot des Guix,ILLES BALEARS,B,89.6261715002,4927.49335519,896261.715002
145,ES5310119,Penyes d'Egipte,ILLES BALEARS,B,44.7407762659,3337.32573467,447407.762659
146,ES0000236,Illa de l'Aire,ILLES BALEARS,C,30.7995923251,3828.73023981,307995.923251
147,ES5310097,Àrea marina Costa de Llevant,ILLES BALEARS,B,2013.30294215,23931.4337836,20133029.4215
148,ES5310101,Randa,ILLES BALEARS,B,1183.34151242,23953.7710823,11833415.1242
149,ES5310102,Xorrigo,ILLES BALEARS,B,884.627468428,19845.0983066,8846274.68428
150,ES5310008,Es Galatzó - s'Esclop,ILLES BALEARS,B,1430.98042359,46237.6743354,14309804.2359
151,ES5310026,Fita del Ram,ILLES BALEARS,B,288.971726755,10412.8905856,2889717.26755
152,ES5310079,Puig de na Bauçà,ILLES BALEARS,B,1621.53121165,34742.3265298,16215312.1165
153,ES5310080,Puigpunyent,ILLES BALEARS,B,569.618235512,16942.4335808,5696182.35512
154,ES5310009,Es Teix,ILLES BALEARS,C,960.453375326,22151.5727678,9604533.75326
155,ES5310010,Comuna de Bunyola,ILLES BALEARS,C,792.059868294,18270.316178,7920598.68294
156,ES5310027,Cimals de la Serra,ILLES BALEARS,C,7297.0724822,141231.012831,72970724.822
157,ES5310083,Es Boixos,ILLES BALEARS,B,660.396679805,14619.8616676,6603966.79805
158,ES5310089,Biniarroi,ILLES BALEARS,B,539.576958688,14622.1879855,5395769.58688
159,ES5310090,Puig d'Alaró - Puig de s'Alcadena,ILLES BALEARS,B,387.611827076,14140.5501355,3876118.27076
160,ES5310028,Es Binis,ILLES BALEARS,B,28.0693630112,5114.52878804,280693.630112
161,ES5310085,Moncaire,ILLES BALEARS,B,250.219831818,18403.8840595,2502198.31818
162,ES5310086,Monnàber,ILLES BALEARS,B,10.4098325682,2205.16994858,104098.325682
163,ES5310088,Gorg Blau,ILLES BALEARS,B,166.229879645,9743.82260142,1662298.79645
164,ES5310091,Mossa,ILLES BALEARS,B,432.974840423,12483.3613137,4329748.40423
165,ES5310092,Muntanyes de Pollença,ILLES BALEARS,B,2984.73358462,54380.9427125,29847335.8462
166,ES5310015,Puig de Sant Martí,ILLES BALEARS,B,227.37511506,6806.14466925,2273751.1506
167,ES5310123,Bassa de Formentera,ILLES BALEARS,B,5.70820194662,1187.32981355,57082.0194662
168,ES5310124,Bassa de Sant Francesc,ILLES BALEARS,B,0.452800024987,334.922871734,4528.00024987
169,ES0000078,Es Vedrà - Es Vedranell,ILLES BALEARS,C,637.433970575,10855.1494143,6374339.70575
170,ES5310034,Serra Grossa,ILLES BALEARS,B,1179.12710766,43993.5672108,11791271.0766
171,ES0000082,Tagomago,ILLES BALEARS,C,556.249570002,9555.88862598,5562495.70002
172,ES0000242,"Illots de Santa Eulària, Rodona i es Canar",ILLES BALEARS,C,70.4366489409,4941.79864762,704366.489409
173,ES5310099,Portocolom,ILLES BALEARS,B,76.4935856388,6738.78142104,764935.856388
174,ES5310128,Cap Enderrocat i cap Blanc,ILLES BALEARS,B,7123.46785093,87974.5124986,71234678.5093
175,ES0000235,De s'Albufera a la Mola,ILLES BALEARS,C,2054.14212447,54185.6902712,20541421.2447
176,ES5310037,Basses de la marina de Llucmajor,ILLES BALEARS,B,10.6590547862,7301.12520786,106590.547862
177,ES5310127,Costa Brava de Tramuntana,ILLES BALEARS,B,8380.43517683,150393.600111,83804351.7683
178,ES5310038,Cova des Bufador des Solleric,ILLES BALEARS,B,1.00625967265,355.807005824,10062.5967265
179,ES5310039,Cova de sa Bassa Blanca,ILLES BALEARS,B,1.0070757435,355.951255309,10070.757435
180,ES5310040,Cova de les Meravelles,ILLES BALEARS,B,1.00622687933,355.801208024,10062.2687933
181,ES5310041,Cova de Canet,ILLES BALEARS,B,1.00590196224,355.743758153,10059.0196224
182,ES5310042,Avenc d'en Corbera,ILLES BALEARS,B,1.00591010463,355.745197946,10059.1010463
183,ES5310043,Cova dels Ases,ILLES BALEARS,B,1.00736128074,356.001713349,10073.6128074
184,ES5310044,Cova des Coll,ILLES BALEARS,B,1.00734304944,355.998491865,10073.4304944
185,ES5310045,Cova d'en Passol,ILLES BALEARS,B,1.00731403241,355.993364469,10073.1403241
186,ES5310046,Cova de ses Rates Pinyades,ILLES BALEARS,B,1.00662834849,355.872180571,10066.2834849
187,ES5310047,Cova des Corral des Porcs,ILLES BALEARS,B,1.00640302525,355.832349202,10064.0302525
188,ES5310048,Cova de sa Guitarreta,ILLES BALEARS,B,1.00658474432,355.864472822,10065.8474432
189,ES5310049,Cova des Pas de Vallgornera,ILLES BALEARS,B,1.00649437771,355.848498516,10064.9437771
190,ES5310050,Cova d'en Bessó,ILLES BALEARS,B,1.00743900424,356.015446842,10074.3900424
191,ES5310051,Cova de can Bordils,ILLES BALEARS,B,1.00750974393,356.027945851,10075.0974393
192,ES5310052,Cova des Diners,ILLES BALEARS,B,1.00745540797,356.018345255,10074.5540797
193,ES5310053,Cova del Dimoni,ILLES BALEARS,B,0.999793577317,362.20326798,9997.93577317
194,ES5310054,Cova de sa Gleda,ILLES BALEARS,B,1.00735507461,356.000616731,10073.5507461
195,ES5310055,Cova des Pirata,ILLES BALEARS,B,1.00740345738,356.009165897,10074.0345738
196,ES5310056,Cova des Pont,ILLES BALEARS,B,1.00740015887,356.008583065,10074.0015887
197,ES5310057,Cova de cal Pesso,ILLES BALEARS,B,1.00683283318,355.908324358,10068.3283318
198,ES5310058,Cova de can Sion,ILLES BALEARS,B,1.00667444115,355.880328019,10066.7444115
199,ES5310059,Cova de Llenaire,ILLES BALEARS,B,1.0068080617,355.903946059,10068.080617
200,ES5310060,Cova Morella,ILLES BALEARS,B,1.00664772465,355.875605575,10066.4772465
201,ES5310061,Cova Nova de Son Lluís,ILLES BALEARS,B,1.00667620282,355.880639419,10066.7620282
202,ES5310062,Es Bufador de Son Berenguer,ILLES BALEARS,B,1.00620291915,355.796971848,10062.0291915
203,ES5310063,Cova de can Millo o de Coa Negrina,ILLES BALEARS,B,1.00616251978,355.789829095,10061.6251978
204,ES5310064,Avenc de Son Pou,ILLES BALEARS,B,1.00616962876,355.791086,10061.6962876
205,ES5310065,Cova des Drac de cala Santanyí,ILLES BALEARS,B,1.00710791867,355.956941432,10071.0791867
206,ES5310066,Cova des Rafal des Porcs,ILLES BALEARS,B,1.00696899923,355.932390412,10069.6899923
207,ES5310067,Cova dels Estudiants,ILLES BALEARS,B,1.00607151366,355.773738362,10060.7151366
208,ES0000228,Cap de ses Salines,ILLES BALEARS,C,3751.37597979,47527.1386554,37513759.7979
209,ES0000227,Muntanyes d'Artà,ILLES BALEARS,C,14813.4863208,105605.741085,148134863.208
210,ES5310005,Badies de Pollença i Alcúdia,ILLES BALEARS,B,30961.3421259,133806.064433,309613421.259
211,ES0000038,S'Albufera de Mallorca,ILLES BALEARS,A,2214.70128043,30296.9537526,22147012.8043
212,ES0000073,Costa Brava de Mallorca,ILLES BALEARS,A,8381.44207614,150038.169996,83814420.7614
213,ES0000081,Cap Enderrocat - Cap Blanc,ILLES BALEARS,A,11645.3675286,145507.978902,116453675.286
214,ES0000223,Sa Foradada,ILLES BALEARS,A,108.148546383,8251.30220207,1081485.46383
215,ES0000224,Muleta,ILLES BALEARS,A,161.991023894,7188.77959164,1619910.23894
216,ES0000230,Ampliació de La Vall,ILLES BALEARS,A,5334.20050574,50372.549396,53342005.0574
217,ES0000378,Puig des Boixos,ILLES BALEARS,A,235.825353545,6899.53475805,2358253.53545
218,ES0000379,Puig de Ses Fites,ILLES BALEARS,A,272.618182833,6903.97842088,2726181.82833
219,ES0000439,Pla de sa Mola,ILLES BALEARS,A,993.158157956,29080.3027104,9931581.57956
220,ES0000440,Des Teix al Puig de ses Fites,ILLES BALEARS,A,1459.49478194,43154.6026411,14594947.8194
221,ES0000377,Mola de Son Pacs,ILLES BALEARS,A,161.211785639,5119.04839368,1612117.85639
222,ES0000441,D'Alfabia a Biniarroi,ILLES BALEARS,A,5629.43272929,146248.618048,56294327.2929
223,ES0000382,Alaró,ILLES BALEARS,A,118.97157446,4893.41707712,1189715.7446
224,ES0000380,Puig de s'Estremera,ILLES BALEARS,A,139.443401492,4715.80574153,1394434.01492
225,ES0000381,Puig Gros,ILLES BALEARS,A,1012.76201126,19651.9301463,10127620.1126
226,ES0000442,De la serra de l'Esperó al Penyal Alt,ILLES BALEARS,A,1469.31769681,38588.5639045,14693176.9681
227,ES0000383,Puig des Castell,ILLES BALEARS,A,176.182903061,6511.84155713,1761829.03061
228,ES0000384,Barranc de Santa Anna,ILLES BALEARS,A,78.3923855391,4040.4198657,783923.855391
229,ES0000443,Sud de Ciutadella,ILLES BALEARS,A,1986.76504346,39365.8262644,19867650.4346
230,ES0000385,Barbatx,ILLES BALEARS,A,1369.68886809,24233.4373524,13696888.6809
231,ES0000386,Capell de Ferro,ILLES BALEARS,A,1651.54506407,29429.3243779,16515450.6407
232,ES0000548,Illeta de Cala Salada,ILLES BALEARS,A,0.696784104515,434.671469592,6967.84104515
233,ES0000547,Illa d'en Calders,ILLES BALEARS,A,2.78638674248,1126.62790626,27863.8674248
234,ES0000546,Sa Costera-Es Binis,ILLES BALEARS,A,993.72383891,27586.48735,9937238.3891
235,ES0000549,Punta Prima,ILLES BALEARS,A,42.1382574395,6335.52083569,421382.574395
236,ES0000541,Maristany,ILLES BALEARS,A,43.6465013597,4955.63716271,436465.013597
237,ES0000540,Costa nord-oest de Mallorca,ILLES BALEARS,A,563.654271196,31124.719685,5636542.71196
238,ES0000544,Son Real,ILLES BALEARS,A,915.182483036,15104.6217789,9151824.83036
239,ES0000545,Massís de Randa,ILLES BALEARS,A,2155.94483274,40334.2995745,21559448.3274
240,ES0000542,Pla de Vilafranca,ILLES BALEARS,A,1744.49575072,19311.6975368,17444957.5072
241,ES0000543,Pla des Blanquer,ILLES BALEARS,A,866.083339838,15582.067356,8660833.39838
242,ES5310029,Na Borges,ILLES BALEARS,B,4022.01648845,63435.4081288,40220164.8845
243,ES0000063,Sierra de Alcarama y Valle del Alhama,LA RIOJA,C,10216.7859313,56005.1891517,102167859.313
244,ES0000064,"Peñas de Iregua, Leza y Jubera",LA RIOJA,C,8624.32029998,112298.0424,86243202.9998
245,ES0000067,"Sierras de Demanda, Urbión, Cebollera y Cameros",LA RIOJA,C,150081.553786,424912.597696,1500815537.86
246,ES0000065,Peñas de Arnedillo. Peñalmonte y Peña Isasa,LA RIOJA,C,3436.63214562,49721.3854001,34366321.4562
247,ES0000062,Obarenes-Sierra de Cantabria,LA RIOJA,C,5170.65817764,80189.7407052,51706581.7764
248,ES2300006,Sotos y Riberas del Ebro,LA RIOJA,C,2385.07496135,270100.273394,23850749.6135
249,ES6300001,Islas Chafarinas,OAPN,C,506.940116668,9525.94889483,5069401.16668
250,ES0000023,L'Albufera,COMUNIDAD VALENCIANA,B,27537.7142013,121880.863084,275377142.013
251,ES0000058,el Fondo d'Elx-Crevillent,COMUNIDAD VALENCIANA,B,2374.62593906,26062.0486887,23746259.3906
252,ES0000059,Llacunes de la Mata i Torrevieja,COMUNIDAD VALENCIANA,B,3709.15620512,38152.6427771,37091562.0512
253,ES0000060,Prat de Cabanes i Torreblanca,COMUNIDAD VALENCIANA,B,1939.97591618,23336.6697107,19399759.1618
254,ES0000120,Salinas de Santa Pola,COMUNIDAD VALENCIANA,B,2504.12136164,30073.2054477,25041213.6164
255,ES0000147,Marjal de Pego-Oliva,COMUNIDAD VALENCIANA,B,1255.01370589,20693.2427343,12550137.0589
256,ES0000148,Marjal dels Moros,COMUNIDAD VALENCIANA,B,619.448989532,13387.3886712,6194489.89532
257,ES0000213,Serres de Mariola i el Carrascar de la Font Roja,COMUNIDAD VALENCIANA,B,19945.8720727,107436.568834,199458720.727
258,ES5211007,Montgó,COMUNIDAD VALENCIANA,B,3009.33395651,52449.197561,30093339.5651
259,ES5211009,Penyal d'Ifac,COMUNIDAD VALENCIANA,B,83.2217001586,22781.613831,832217.001586
260,ES5212004,Riu Gorgos,COMUNIDAD VALENCIANA,B,777.40039091,55559.5420032,7774003.9091
261,ES5212006,Laguna de Salinas,COMUNIDAD VALENCIANA,B,282.302680613,8340.8375735,2823026.80613
262,ES5212008,Maigmó i Serres de la Foia de Castalla,COMUNIDAD VALENCIANA,B,13822.9885726,139586.138191,138229885.726
263,ES5212009,Algepsars de Finestrat,COMUNIDAD VALENCIANA,B,102.648944177,6649.4691542,1026489.44177
264,ES5212011,Rambla de las Estacas,COMUNIDAD VALENCIANA,B,0.205431028756,246.088000458,2054.31028756
265,ES5212012,Sierra de Escalona y Dehesa de Campoamor,COMUNIDAD VALENCIANA,B,4781.90881452,65006.5691649,47819088.1452
266,ES5213019,"Aitana, Serrella i Puigcampana",COMUNIDAD VALENCIANA,B,17606.0602806,173198.656291,176060602.806
267,ES5213020,Serres del Ferrer i Bèrnia,COMUNIDAD VALENCIANA,B,3449.51356916,63505.2781043,34495135.6916
268,ES5213021,Serra Gelada i Litoral de la Marina Baixa,COMUNIDAD VALENCIANA,B,5552.93667885,61611.5265409,55529366.7885
269,ES5213022,Serra de Crevillent,COMUNIDAD VALENCIANA,B,5056.42677069,83545.2675355,50564267.7069
270,ES5213023,Sierra de Callosa de Segura,COMUNIDAD VALENCIANA,B,663.490228872,20307.6105378,6634902.28872
271,ES5213025,Dunes de Guardamar,COMUNIDAD VALENCIANA,B,726.226942006,26976.4734213,7262269.42006
272,ES5213026,Sierra de Orihuela,COMUNIDAD VALENCIANA,B,1671.60172252,39148.4924286,16716017.2252
273,ES5213032,Cap de les Hortes,COMUNIDAD VALENCIANA,B,1.00079022341,867.115687974,10007.9022341
274,ES5213033,Litoral de Cabo Roig,COMUNIDAD VALENCIANA,B,7.15314774346,2547.59935226,71531.4774346
