OBJECTID,SITE_CODE,SITE_NAME,AC,TIPO,HECTAREAS,Shape_Leng,Shape_Area
1400,ES4190009,Lago de Sanabria y alrededores - ZEPA,CASTILLA Y LEÓN,A,30494.5926271,107477.112116,304945926.271
1401,ES4160048,Lagunas de Cantalejo - ZEPA,CASTILLA Y LEÓN,A,12641.8129792,91062.4726807,126418129.792
1402,ES0000004,Lagunas de Villafáfila,CASTILLA Y LEÓN,A,32532.7278416,96560.3356127,325327278.416
1403,ES0000208,Llanuras del Guareña,CASTILLA Y LEÓN,A,41738.9318501,157172.707889,417389318.501
1404,ES0000363,Monteagudo de las Vicarías,CASTILLA Y LEÓN,A,15526.2371944,93534.6395644,155262371.944
1405,ES0000187,Montes de Miranda de Ebro y Ameyugo - ZEPA,CASTILLA Y LEÓN,A,6654.47823294,58661.7874702,66544782.3294
1406,ES0000362,La Nava-Rueda,CASTILLA Y LEÓN,A,7180.19173247,44435.8465792,71801917.3247
1407,ES0000364,Omaña - ZEPA,CASTILLA Y LEÓN,A,24173.2779363,91267.7173807,241732779.363
1408,ES0000255,Páramo de Layna - ZEPA,CASTILLA Y LEÓN,A,7526.40449578,52500.5236784,75264044.9578
1409,ES0000186,Pinares del Bajo Alberche - ZEPA,CASTILLA Y LEÓN,A,50536.043886,126757.393984,505360438.86
1410,ES4150039,Quilamas - ZEPA,CASTILLA Y LEÓN,A,10228.4709477,65225.7139053,102284709.477
1411,ES0000247,Riberas de los Ríos Huebra y Yeltes,CASTILLA Y LEÓN,A,2374.0009521,111270.829217,23740009.521
1412,ES4150087,Río Águeda,CASTILLA Y LEÓN,A,554.653391424,32203.4131818,5546533.91424
1413,ES0000219,Río Alagón,CASTILLA Y LEÓN,A,2309.38506891,134601.79237,23093850.6891
1414,ES4170044,Sierra del Moncayo - ZEPA,CASTILLA Y LEÓN,A,5654.14591691,48991.8517606,56541459.1691
1415,ES0000193,Sierra de la Tesla-Valdivielso - ZEPA,CASTILLA Y LEÓN,A,21272.4811205,87222.9347186,212724811.205
1416,ES4170013,Sierra de Urbión,CASTILLA Y LEÓN,A,39741.2269429,239954.897115,397412269.429
1417,ES0000366,Valdería-Jamuz,CASTILLA Y LEÓN,A,9721.52632014,69614.1861063,97215263.2014
1418,ES4130022,Montes Aquilanos,CASTILLA Y LEÓN,A,33007.027198,218461.164409,330070271.98
1419,ES0000365,Páramo Leonés,CASTILLA Y LEÓN,A,7029.52116173,42508.1614721,70295211.6173
1420,ES4120031,Sabinares del Arlanza - ZEPA,CASTILLA Y LEÓN,A,37438.4388468,113247.072005,374384388.468
1421,ES4120012,Sierra de la Demanda - ZEPA,CASTILLA Y LEÓN,A,50935.9868907,159874.551089,509359868.907
1422,ES0000188,Valles del Voltoya y el Zorita - ZEPA,CASTILLA Y LEÓN,A,49550.4188002,227953.446599,495504188.002
1423,ES0000358,Campo de Aliste,CASTILLA Y LEÓN,A,6132.78664801,48143.2804962,61327866.4801
1424,ES0000192,Humada-Peña Amaya - ZEPA,CASTILLA Y LEÓN,A,39888.327005,110319.714468,398883270.05
1425,ES0000361,Dehesa de los Ríos Gamo y Margañán,CASTILLA Y LEÓN,A,7532.82907206,45255.3904251,75328290.7206
1426,ES0000201,Camino de Santiago,CASTILLA Y LEÓN,A,22849.9959913,63489.111886,228499959.913
1427,ES0000184,Valle del Tiétar - ZEPA,CASTILLA Y LEÓN,A,64340.5882757,295594.296535,643405882.757
1428,ES0000007,Cañón del Río Lobos - ZEPA,CASTILLA Y LEÓN,A,10131.729654,76390.6420019,101317296.54
1429,ES0000010,Sierra de Guadarrama - ZEPA,CASTILLA Y LEÓN,A,69298.3032819,214670.477336,692983032.819
1430,ES4170029,Sabinares Sierra de Cabrejas,CASTILLA Y LEÓN,B,32671.694566,255417.875865,326716945.66
1431,ES6320001,Zona marítimo terrestre de los acantilados de Aguadú,MELILLA,B,56.1219619124,3863.88744425,561219.619124
1432,ES6320002,Barranco del Nano,MELILLA,B,35.4577957121,3385.029201,354577.957121
1433,ES4310003,Complejo Lagunar de la Albuera,EXTREMADURA,B,1924.1342924,20147.9063986,19241342.924
1434,ES4310008,Estena,EXTREMADURA,B,7866.09147521,188670.729531,78660914.7521
1435,ES4310010,La Serena,EXTREMADURA,B,148156.821125,927757.933311,1481568211.25
1436,ES4310015,Río Alcarrache,EXTREMADURA,B,1336.89710644,118311.964943,13368971.0644
1437,ES4310017,Río Aljucén Bajo,EXTREMADURA,B,426.262254998,36144.087926,4262622.54998
1438,ES4310019,Río Ardila Alto,EXTREMADURA,B,1047.80531463,96662.3869418,10478053.1463
1439,ES4310020,Río Ardila Bajo,EXTREMADURA,B,964.785583273,117876.205876,9647855.83273
1440,ES4310022,Río Gevora Alto,EXTREMADURA,B,2826.34547814,267299.979583,28263454.7814
1441,ES4310023,Río Guadalemar,EXTREMADURA,B,373.215285104,35281.521948,3732152.85104
1442,ES4310024,Río Guadamez,EXTREMADURA,B,2236.75576659,222674.216243,22367557.6659
1443,ES4310026,Río Guadiana Alto - Zujar,EXTREMADURA,B,3080.82885747,367077.840041,30808288.5747
1444,ES4310027,Río Guadiana Internacional,EXTREMADURA,B,654.810432717,64367.1618227,6548104.32717
1445,ES4310028,Río Matachel,EXTREMADURA,B,1440.81748215,187138.845504,14408174.8215
1446,ES4310032,Rivera de los Limonetes - Nogales,EXTREMADURA,B,389.68121143,104010.555923,3896812.1143
1447,ES4310036,Sierra de Escorial,EXTREMADURA,B,663.296911165,20863.6513956,6632969.11165
1448,ES4310040,Sierra de Moraleja,EXTREMADURA,B,1913.40746985,30412.8957586,19134074.6985
1449,ES4310043,Sierra de Villares - Balbueno,EXTREMADURA,B,500.893229842,20937.6441424,5008932.29842
1450,ES4310045,Valdecigüeñas,EXTREMADURA,B,3734.83241946,42747.6095372,37348324.1946
1451,ES4310048,Corredor del Lacara,EXTREMADURA,B,648.684699027,77125.6325227,6486846.99027
1452,ES4310049,Cueva del Valle de Santa Ana,EXTREMADURA,B,3.13739018233,628.103160201,31373.9018233
1453,ES4310050,Cuevas de Alconera,EXTREMADURA,B,3.13739322874,628.103465137,31373.9322874
1454,ES4310055,Refugio de Sierra Pascuala,EXTREMADURA,B,3.13739762877,628.103905576,31373.9762877
1455,ES4310059,Río Gevora Bajo,EXTREMADURA,B,374.668696849,37460.6544629,3746686.96849
1456,ES4310060,Corredores de Siruela,EXTREMADURA,B,2709.04602971,155145.585748,27090460.2971
1457,ES4310061,Laguna temporal de Murtales,EXTREMADURA,B,29.9260013253,4594.52537025,299260.013253
1458,ES4310062,Laguna temporal de Tres Arroyos,EXTREMADURA,B,7.77144409101,1026.18857706,77714.4409101
1459,ES4310063,Río Bembezar,EXTREMADURA,B,1102.33110461,139940.503628,11023311.0461
1460,ES4310064,Río Ortiga,EXTREMADURA,B,1080.43900896,104482.757916,10804390.0896
1461,ES4310065,Río Palomillas,EXTREMADURA,B,463.408990094,43574.9339134,4634089.90094
1462,ES4310066,Sierra de Maria Andres,EXTREMADURA,B,4008.77228068,52706.3954448,40087722.8068
1463,ES4310067,Sierras de Alor y Monte Longo,EXTREMADURA,B,6682.98264301,59101.7555876,66829826.4301
1464,ES4310068,Sierras de Bienvenida y la Capitana,EXTREMADURA,B,480.572864597,15825.7709057,4805728.64597
1465,ES4310069,Cueva del Agua,EXTREMADURA,B,3.1345751963,758.303088259,31345.751963
1466,ES4310070,Mina las Marias,EXTREMADURA,B,3.12132818614,627.297944801,31213.2818614
1467,ES4310071,Mina los Castillejos,EXTREMADURA,B,3.13739815086,628.103957836,31373.9815086
1468,ES4310072,Mina Mariquita,EXTREMADURA,B,3.13742553358,628.106698832,31374.2553358
1469,ES4310073,Mina los Novilleros,EXTREMADURA,B,3.12135504182,627.300643417,31213.5504182
1470,ES4310074,Arroyos Cabriles y Friegamuñoz,EXTREMADURA,B,121.492837882,50429.8762294,1214928.37882
1471,ES4310075,Rivera de Taliga,EXTREMADURA,B,120.815956433,29427.7687762,1208159.56433
1472,ES4320001,Canchos de Ramiro,EXTREMADURA,B,7040.83204293,263084.811166,70408320.4293
1473,ES4320002,Cedillo y Río Tajo Internacional,EXTREMADURA,B,22697.5964981,677833.374102,226975964.981
1474,ES4320005,Dehesas del Ruecas y Cubilar,EXTREMADURA,B,7442.70492498,57116.8176319,74427049.2498
1475,ES4320011,Las Hurdes,EXTREMADURA,B,26268.394011,232233.601927,262683940.11
1476,ES4320013,Granadilla,EXTREMADURA,B,24210.6501477,102170.359201,242106501.477
1477,ES4320016,Río Aljucen Alto,EXTREMADURA,B,527.88150063,49759.7441385,5278815.0063
1478,ES4320018,Río Almonte,EXTREMADURA,B,9409.2917615,808995.153765,94092917.615
1479,ES4320021,Río Erjas,EXTREMADURA,B,1457.14049343,252642.621135,14571404.9343
1480,ES4320029,Río Ruecas Alto,EXTREMADURA,B,878.360336488,71446.4806395,8783603.36488
1481,ES4320030,Río Salor,EXTREMADURA,B,391.147833216,36212.7543521,3911478.33216
1482,ES4320031,Río Tietar,EXTREMADURA,B,4320.99112628,667065.695883,43209911.2628
1483,ES4320033,Rivera de los Molinos y la Torre,EXTREMADURA,B,520.516946639,49928.2161107,5205169.46639
1484,ES4320035,Sierra de Cabezas de Aguila,EXTREMADURA,B,5315.163206,76335.0811702,53151632.06
1485,ES4320037,Sierra de Gata,EXTREMADURA,B,17510.0402158,235054.110682,175100402.158
1486,ES4320038,Sierra de Gredos y Valle del Jerte,EXTREMADURA,B,69526.9272748,587541.614499,695269272.748
1487,ES4320046,Regato Guadalto,EXTREMADURA,B,261.726835855,25082.1516234,2617268.35855
1488,ES4320047,Sierras de Risco Viejo,EXTREMADURA,B,11951.3033842,152298.000943,119513033.842
1489,ES4320051,Mina de la Aurora,EXTREMADURA,B,3.13732763291,628.096898991,31373.2763291
1490,ES4320052,Mina de la Rivera de Acebo,EXTREMADURA,B,4.88339367122,784.377489474,48833.9367122
1491,ES4320057,Refugio del Alto de San Blas,EXTREMADURA,B,4.90351940398,785.187523222,49035.1940398
1492,ES4320060,Arroyos Barbaon y Calzones,EXTREMADURA,B,2055.67919316,253440.880919,20556791.9316
1493,ES4320061,Arroyos Patana y Regueros,EXTREMADURA,B,1039.61511057,97819.0984435,10396151.1057
1494,ES4320062,Cañada del Venero,EXTREMADURA,B,2295.02297633,51414.3764547,22950229.7633
1495,ES4320063,Embalse Arce de Abajo,EXTREMADURA,B,54.0267287564,2842.8837196,540267.287564
1496,ES4320064,Embalse de Lancho,EXTREMADURA,B,163.711893913,5818.47890543,1637118.93913
1497,ES4320065,Embalse de Petit I,EXTREMADURA,B,154.623898624,5361.6092313,1546238.98624
1498,ES4320066,Laguna temporal de Corrales,EXTREMADURA,B,5.93854184887,1635.50624395,59385.4184887
1499,ES4320067,Laguna temporal de Valdehornos,EXTREMADURA,B,4.23752884934,969.885649733,42375.2884934
1500,ES4320068,Márgenes de Valdecañas,EXTREMADURA,B,132.797151337,5099.30290857,1327971.51337
1501,ES4320069,Río Esperaban,EXTREMADURA,B,777.185326631,146559.236621,7771853.26631
1502,ES4320070,Río Guadalupejo,EXTREMADURA,B,547.935578169,50936.2297545,5479355.78169
1503,ES4320071,Ríos Alagon y Jerte,EXTREMADURA,B,3131.62310767,418383.372105,31316231.0767
1504,ES4320072,Ríos Arrago y Tralgas,EXTREMADURA,B,826.9803246,112799.914367,8269803.246
1505,ES4320073,Rivera de Aurela,EXTREMADURA,B,1068.54593535,71138.4425382,10685459.3535
1506,ES4320074,Rivera de Membrio,EXTREMADURA,B,638.811914386,54393.6914637,6388119.14386
1507,ES4320075,Riveras de Carbajo y Calatrucha,EXTREMADURA,B,1065.95631086,66847.0369281,10659563.1086
1508,ES4320076,Riveras de Gata y Acebo,EXTREMADURA,B,1199.13628848,149493.312391,11991362.8848
1509,ES4320077,Monfragüe,EXTREMADURA,B,114817.716306,385802.221623,1148177163.06
1510,ES4320078,Monasterio de Yuste,EXTREMADURA,B,13.8098427118,1512.90378626,138098.427118
1511,ES4320079,Mina la Paloma,EXTREMADURA,B,3.74770154231,689.040111421,37477.0154231
1512,ES4320080,Tunel de Cañamero,EXTREMADURA,B,6.27496267421,1256.22456942,62749.6267421
1513,ES0000014,Monfragüe y las Dehesas del Entorno,EXTREMADURA,A,116093.415842,266960.763624,1160934158.42
1514,ES0000068,Embalse de Orellana y Sierra de Pela,EXTREMADURA,C,42667.7582556,117783.613657,426677582.556
1515,ES0000069,Embalse de Cornalvo y Sierra Bermeja,EXTREMADURA,C,13038.6877116,68861.2105185,130386877.116
1516,ES0000070,Sierra de San Pedro,EXTREMADURA,C,115176.75267,333837.895682,1151767526.7
1517,ES0000071,Llanos de Cáceres y Sierra de Fuentes,EXTREMADURA,A,69664.8428972,159738.673205,696648428.972
1518,ES0000072,Sierra Grande de Hornachos,EXTREMADURA,C,12469.289535,57942.9205907,124692895.35
1519,ES0000324,Embalse de Arrocampo,EXTREMADURA,A,830.566096417,50303.0032937,8305660.96417
1520,ES0000325,Campiña sur - Embalse de Arroyo Conejos,EXTREMADURA,A,44807.8062548,177571.54721,448078062.548
1521,ES0000326,Embalse de Borbollón,EXTREMADURA,A,1007.81679706,35677.5229537,10078167.9706
1522,ES0000327,Embalse de los Canchales,EXTREMADURA,A,900.974811974,30233.2839708,9009748.11974
1523,ES0000328,Embalse de Montijo,EXTREMADURA,A,393.728225994,21793.5779696,3937282.25994
1524,ES0000329,Embalse de Valdecañas,EXTREMADURA,A,8181.56112848,285634.410588,81815611.2848
1525,ES0000330,Embalse de Valuengo,EXTREMADURA,A,284.952276576,29506.7905452,2849522.76576
1526,ES0000331,Colonias de Cernícalo Primilla de Almendralejo,EXTREMADURA,A,61.9047232088,3584.86681136,619047.232088
1527,ES0000332,Llanos de Trujillo,EXTREMADURA,A,7707.08011252,43882.7886571,77070801.1252
1528,ES0000333,Llanos de Zorita y Embalse de Sierra Brava,EXTREMADURA,A,18695.7582114,109529.35144,186957582.114
1529,ES0000334,Sierras Centrales y Embalse de Alange,EXTREMADURA,A,17692.0254727,227111.067424,176920254.727
1530,ES0000335,Sierras de Peñalsordo y Capilla,EXTREMADURA,A,4516.63496026,46016.4125235,45166349.6026
1531,ES0000355,Hurdes,EXTREMADURA,A,27235.8528264,227208.735377,272358528.264
1532,ES0000356,Riberos del Almonte,EXTREMADURA,A,9735.32363578,799269.331507,97353236.3578
1533,ES0000367,La Serena y Sierras Periféricas,EXTREMADURA,A,154971.218955,981724.547782,1549712189.55
1534,ES0000368,Río Tajo Internacional y Riberos,EXTREMADURA,A,25478.5311451,869374.169193,254785311.451
1535,ES0000369,Llanos de Alcantara y Brozas,EXTREMADURA,C,46578.6106004,316259.592301,465786106.004
1536,ES0000370,Sierra de Gata y Valle de las Pilas,EXTREMADURA,A,19107.5832423,221419.130161,191075832.423
1537,ES0000371,Sierra de Moraleja y Piedra Santa,EXTREMADURA,A,3602.50804334,32236.3897635,36025080.4334
1538,ES0000393,Azud de Badajoz,EXTREMADURA,A,400.56609209,27680.4413077,4005660.9209
1539,ES0000394,Colonias de Cernícalo Primilla de Saucedilla,EXTREMADURA,A,3.10960728309,765.919904711,31096.0728309
1540,ES0000395,Charca la Vega del Machal,EXTREMADURA,A,6.63930940766,1119.56840234,66393.0940766
1541,ES0000396,Embalse de Horno-Tejero,EXTREMADURA,A,329.648852808,23239.480952,3296488.52808
1542,ES0000397,Embalse de la Serena,EXTREMADURA,A,15877.1933926,596858.452626,158771933.926
1543,ES0000398,Llanos y Complejo Lagunar de la Albuera,EXTREMADURA,A,36461.9324952,131308.159856,364619324.952
1544,ES0000399,Embalse del Zujar,EXTREMADURA,A,1521.62539006,82949.354187,15216253.9006
1545,ES0000400,Arrozales de Palazuelo y Guadalperales,EXTREMADURA,A,13324.2607958,102768.830554,133242607.958
1546,ES0000401,Colonias de Cernícalo Primilla de Acedera,EXTREMADURA,A,0.0515168738793,90.8688871776,515.168738793
1547,ES0000402,Colonias de Cernícalo Primilla de Trujillo,EXTREMADURA,A,208.11965155,9468.86345087,2081196.5155
1548,ES0000403,Colonias de Cernícalo Primilla de Fuente de Cantos,EXTREMADURA,A,41.3365345233,3197.66294645,413365.345233
1549,ES0000404,Colonias de Cernícalo Primilla de Guareña,EXTREMADURA,A,19.5018839871,1934.62926096,195018.839871
1550,ES0000405,Colonias de Cernícalo Primilla de LLerena,EXTREMADURA,A,43.8305803571,2956.38133954,438305.803571
1551,ES0000406,Colonias de Cernícalo Primilla de Zafra,EXTREMADURA,A,36.5473246509,3261.55806448,365473.246509
1552,ES0000407,Nacimiento del Río Gevora,EXTREMADURA,A,21047.7782968,100957.418569,210477782.968
1553,ES0000408,"Vegas del Ruecas, Cubilar y Moheda Alta",EXTREMADURA,A,14226.317757,67819.8340193,142263177.57
1554,ES0000409,Complejo Lagunar Ejido Nuevo,EXTREMADURA,A,70.6171372343,12753.1001823,706171.372343
1555,ES0000410,Complejo los Arenales,EXTREMADURA,A,174.552421614,12919.1665844,1745524.21614
1556,ES0000411,Charca Dehesa Boyal Navalmoral,EXTREMADURA,A,14.4209589181,3757.52532749,144209.589181
1557,ES0000412,Charca la Torre,EXTREMADURA,A,2.13700675314,561.233659719,21370.0675314
1558,ES0000413,Charca Arce de Abajo,EXTREMADURA,A,11.5053729671,2253.85289938,115053.729671
1559,ES0000415,Embalse de Alcántara,EXTREMADURA,A,8624.7791913,477294.020137,86247791.913
1560,ES0000416,Embalse de Aldea del Cano,EXTREMADURA,A,185.937274467,9963.77252191,1859372.74467
1561,ES0000417,Embalse de Brozas,EXTREMADURA,A,30.0963852981,4265.65843122,300963.852981
1562,ES0000418,Embalse de Talaván,EXTREMADURA,A,7773.98082247,43580.3587947,77739808.2247
1563,ES0000420,Embalse de Vegas Altas,EXTREMADURA,A,8.11914492929,1864.44290328,81191.4492929
1564,ES0000421,Embalse Gabriel y Galán,EXTREMADURA,A,8421.94245844,172160.792972,84219424.5844
1565,ES0000422,Colonias de Cernícalo Primilla de la Ciudad Monumental de Cáceres,EXTREMADURA,A,17.5035107884,1776.86962268,175035.107884
1566,ES0000423,Colonias de Cernícalo Primilla de Garrovillas,EXTREMADURA,A,30.542283125,4094.67582655,305422.83125
1567,ES0000424,Colonias de Cernícalo Primilla de San Vicente de Alcántara,EXTREMADURA,A,23.472448485,2537.65646677,234724.48485
1568,ES0000425,Magasca,EXTREMADURA,A,10868.5260301,97229.3630786,108685260.301
1569,ES0000426,Pinares de Garrovillas,EXTREMADURA,A,2583.10448772,34145.6090221,25831044.8772
1570,ES0000427,Río y Pinares del Tietar,EXTREMADURA,A,8716.47078473,672274.551395,87164707.8473
1571,ES0000428,Colonias de Cernícalo Primilla de Casa de la Enjarada,EXTREMADURA,A,8.48324389989,1174.78275618,84832.4389989
1572,ES0000429,Colonias de Cernícalo Primilla de Brozas,EXTREMADURA,A,65.7098695423,6443.78061766,657098.695423
1573,ES0000430,Colonias de Cernícalo Primilla de Alburquerque,EXTREMADURA,A,23.910585719,2221.60138952,239105.85719
1574,ES0000431,Colonias de Cernícalo Primilla de Jaraiz de la Vera,EXTREMADURA,A,33.1646814438,2907.37302495,331646.814438
1575,ES0000432,Colonias de Cernícalo Primilla de Rivera del Fresno,EXTREMADURA,A,29.6336344199,2983.04787694,296336.344199
1576,ES0000433,Colonias de Cernícalo Primilla de Belvis de Monroy,EXTREMADURA,A,1.90327107696,626.657998402,19032.7107696
1577,ES0000434,Canchos de Ramiro y Ladronera,EXTREMADURA,A,23423.9958952,326421.689228,234239958.952
1578,ES0000533,Colonias de Cernícalo Primilla de Jerez de los Caballeros,EXTREMADURA,A,66.2290592654,4736.2518336,662290.592654
1579,ES0000534,Colonias de Cernícalo Primilla y El Cachón de Plasencia,EXTREMADURA,A,33.6881875013,3841.50887671,336881.875013
1580,ES4310004,Dehesas de Jerez,EXTREMADURA,C,47535.1702792,208442.13626,475351702.792
1581,ES4310009,Puerto Peña - los Golondrinos,EXTREMADURA,C,35322.5352162,272875.637841,353225352.162
1582,ES4310042,Sierra de Siruela,EXTREMADURA,C,6677.76646497,87473.2807648,66777664.6497
1583,ES4320039,Sierra de las Villuercas y Valle del Guadarranque,EXTREMADURA,C,77495.2930944,365264.68859,774952930.944
1584,ES1200006,Ría de Villaviciosa,ASTURIAS,C,1247.16033795,29387.6235839,12471603.3795
1585,ES1200007,Cueva Rosa,ASTURIAS,B,127.020362043,4939.38208898,1270203.62043
1586,ES1200026,Río Negro,ASTURIAS,B,54.8674004581,37759.5568851,548674.004581
1587,ES1200029,Río Nalón,ASTURIAS,B,721.29566556,104839.864874,7212956.6556
1588,ES1200031,Río Pigüeña,ASTURIAS,B,51.0725650405,18695.5545462,510725.650405
1589,ES1200036,Alcornocales del Navia,ASTURIAS,B,53.8009578434,16867.0179484,538009.578434
1590,ES1200042,Sierra Plana de la Borbolla,ASTURIAS,B,1022.32597891,38099.8921085,10223259.7891
1591,ES1200043,Sierra del Sueve,ASTURIAS,B,3449.18197562,38691.0929947,34491819.7562
1592,ES1200044,Turbera de la Molina,ASTURIAS,B,34.9426996732,2794.5262301,349426.996732
1593,ES1200045,Turbera de Las Dueñas,ASTURIAS,B,26.2455218596,2933.19404697,262455.218596
1594,ES1200049,Cuenca del Agüeira,ASTURIAS,B,171.05246347,92969.7521749,1710524.6347
1595,ES1200053,Río del Oro,ASTURIAS,B,71.9731596499,39918.1122177,719731.596499
1596,ES1200011,Peña Ubiña,ASTURIAS,B,13235.2762877,66485.0834773,132352762.877
1597,ES0000319,Ría de Ribadesella-Ría de Tinamayor,ASTURIAS,C,5960.15201949,179942.835754,59601520.1949
1598,ES1200039,Cuencas Mineras,ASTURIAS,B,13156.0662,74230.2932493,131560662.0
1599,ES1200040,Meandros del Nora,ASTURIAS,B,66.746860796,6387.65639109,667468.60796
1600,ES1200010,Montovo-La Mesa,ASTURIAS,B,15035.1199299,109488.783214,150351199.299
1601,ES1200002,Muniellos,ASTURIAS,C,5323.09658086,51952.3091195,53230965.8086
1602,ES1200041,Peña Manteca-Genestaza,ASTURIAS,B,7912.4856162,70666.680171,79124856.162
1603,ES1200022,Playa de Vega,ASTURIAS,B,39.0787260584,8464.30797594,390787.260584
1604,ES1200009,Ponga-Amieva,ASTURIAS,C,28103.4534155,88139.6313419,281034534.155
1605,ES1200008,Redes,ASTURIAS,C,37702.1055947,98837.9485605,377021055.947
1606,ES1200016,Ría del Eo,ASTURIAS,C,1883.75765415,37973.1609776,18837576.5415
1607,ES1200035,Río Cares-Deva,ASTURIAS,B,333.955809847,115013.564754,3339558.09847
1608,ES1200028,Río Esqueiro,ASTURIAS,B,16.6576242965,11041.0363917,166576.242965
1609,ES1200027,Río Esva,ASTURIAS,B,204.347791693,75172.9332091,2043477.91693
1610,ES1200030,Río Narcea,ASTURIAS,B,427.575814849,75259.7788701,4275758.14849
1611,ES1200025,Río Navia,ASTURIAS,B,89.6173495541,18349.0756312,896173.495541
1612,ES1200024,Río Porcía,ASTURIAS,B,60.646094835,20119.7360983,606460.94835
1613,ES1200034,Río Purón,ASTURIAS,B,31.440638524,13876.4853287,314406.38524
1614,ES1200032,Río Sella,ASTURIAS,B,579.665677108,174682.259111,5796656.77108
1615,ES1200052,Río Trubia,ASTURIAS,B,73.9715174444,31064.3510109,739715.174444
1616,ES1200014,Sierra de los Lagos,ASTURIAS,B,10981.3488873,61254.1556023,109813488.873
1617,ES0000054,Somiedo,ASTURIAS,C,29006.4335328,94241.2451627,290064335.328
1618,ES1200046,Valgrande,ASTURIAS,B,4737.41880835,40647.8050189,47374188.0835
1619,ES1200050,Cuenca del Alto Narcea,ASTURIAS,B,305.730967297,147012.510247,3057309.67297
1620,ES1200012,Caldoveiro,ASTURIAS,B,12539.3969312,69566.8897432,125393969.312
1621,ES1200055,Cabo Busto-Luanco,ASTURIAS,B,11641.8719079,217067.459511,116418719.079
1622,ES1200047,Yacimientos de Icnitas,ASTURIAS,B,3559.55949139,84563.8624299,35595594.9139
1623,ES1200001,Picos de Europa (Asturias),ASTURIAS,C,25056.4064802,115396.908768,250564064.802
1624,ES1200056,"Fuentes del Narcea, Degaña e Ibias",ASTURIAS,B,52384.9440357,239344.143764,523849440.357
1625,ES1200033,Río Las Cabras-Bedón,ASTURIAS,B,46.3465954442,16680.6582921,463465.954442
1626,ES0000317,Penarronda-Barayo,ASTURIAS,C,4316.69622234,128135.903337,43166962.2234
1627,ES1200037,Aller-Lena,ASTURIAS,B,13098.0758655,98534.1779572,130980758.655
1628,ES1200038,Carbayera de El Tragamón,ASTURIAS,B,4.51789498054,1527.76943993,45178.9498054
1629,ES1200023,Río Eo (Asturias),ASTURIAS,B,107.310068769,46104.0593488,1073100.68769
1630,ES1200048,Alto Navia,ASTURIAS,B,74.5374272591,23227.5679531,745374.272591
1631,ES1200051,Río Ibias,ASTURIAS,B,171.436534594,59445.3552431,1714365.34594
1632,ES0000320,"Embalses del centro (San Andrés, la Granda, Trasona y la Furta)",ASTURIAS,A,262.1160745,16754.9724508,2621160.745
1633,ES0000055,Fuentes del Narcea y del Ibias,ASTURIAS,A,51637.9752319,216964.829314,516379752.319
1634,ES0000318,Cabo Busto-Luanco,ASTURIAS,A,10042.5712096,232510.521895,100425712.096
1635,ES0000315,Ubiña-La Mesa,ASTURIAS,A,39331.2520219,205397.276788,393312520.219
1636,ES1200054,Ríos Negro y Aller,ASTURIAS,B,135.673284344,45473.2867944,1356732.84344
